time,open,high,low,close,ATR,EMA,EMA,MA,MA,Hiden bar color (Open),Hiden bar color (High,Hiden bar color (Low),Hiden bar color (Close),Volume,Volume MA,Previous Cumulative Volume,Previous Day&#039;s Volume,Cumulative Volume,Previous Cumulative Volume Line,Cumulative Volume Ratio
2020-05-25T18:15:00Z,7.1,7.1,7.09,7.09,0.02159524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,425,1155.2,37456.5,52720,23370,NaN,0
2020-05-25T18:30:00Z,7.08,7.08,7.07,7.07,0.021481294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,295,1135.1,39803.5,52720,23665,NaN,0
2020-05-25T18:45:00Z,7.07,7.07,7.06,7.07,0.020661202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,595,1095.8,42003.5,52720,24260,NaN,0
2020-05-25T19:30:00Z,7.06,7.06,7.06,7.06,0.019899687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2560,1145.7,43633.5,52720,26820,NaN,0
2020-05-25T19:45:00Z,7.05,7.05,7.05,7.05,0.019192567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640,1146.4,45199,52720,27460,NaN,0
2020-05-25T20:00:00Z,7.04,7.05,7.04,7.05,0.018535955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,1138.9,45907,52720,27515,NaN,0
2020-05-25T20:15:00Z,7.05,7.05,7.02,7.03,0.019354815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,950,1138,46727,52720,28465,NaN,0
2020-05-25T20:30:00Z,7.03,7.03,7.01,7.02,0.0194009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,430,1136.1,47709.5,52720,28895,NaN,0
2020-05-25T20:45:00Z,7.02,7.03,7.02,7.03,0.018729407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975,1138.5,16659,52720,29870,16659,1
2020-05-26T12:00:00Z,6.95,7,6.94,6.96,0.023820164,7.490623011,7.538987475,NaN,NaN,NaN,NaN,NaN,NaN,1905,1157.4,2641.5,29870,1905,NaN,0
2020-05-26T12:15:00Z,6.96,6.98,6.92,6.92,0.026404438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2145,1196.8,3973,29870,4050,3973,1
2020-05-26T12:30:00Z,6.93,6.93,6.92,6.92,0.025232692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,810,1197.8,5203.5,29870,4860,NaN,0
2020-05-26T12:45:00Z,6.93,6.96,6.93,6.95,0.0262875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3315,1224,6670.5,29870,8175,6670.5,1
2020-05-26T13:00:00Z,6.96,6.96,6.9,6.91,0.028695536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1385,1221.2,8441,29870,9560,8441,1
2020-05-26T13:15:00Z,6.91,6.94,6.9,6.92,0.029502997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3805,1287.6,10297.5,29870,13365,10297.5,1
2020-05-26T13:30:00Z,6.93,6.94,6.9,6.91,0.030252783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11625,1501.2,12794.5,29870,24990,12794.5,1
2020-05-26T13:45:00Z,6.91,6.92,6.91,6.92,0.028806156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2995,1506.9,14044,29870,27985,14044,1
2020-05-26T14:00:00Z,6.91,6.92,6.89,6.92,0.02889143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4015,1555,16041.5,29870,32000,16041.5,1
2020-05-26T14:15:00Z,6.92,6.93,6.92,6.92,0.027542043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,790,1550.7,17505.5,29870,32790,17505.5,1
2020-05-26T14:30:00Z,6.92,6.93,6.92,6.93,0.02628904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2115,1555.6,18959.5,29870,34905,18959.5,1
2020-05-26T14:45:00Z,6.93,6.95,6.93,6.95,0.025839822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5160,1645.7,20620,29870,40065,20620,1
2020-05-26T15:00:00Z,6.95,6.96,6.94,6.96,0.025422692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1630,1640.5,22116,29870,41695,22116,1
2020-05-26T15:15:00Z,6.96,6.97,6.95,6.97,0.025035357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1780,1627,23233,29870,43475,23233,1
2020-05-26T15:30:00Z,6.97,7.01,6.97,7.01,0.02610426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1125,1581.6,24344,29870,44600,24344,1
2020-05-26T15:45:00Z,7.01,7.01,6.97,6.98,0.027096813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,660,1502.6,25335.5,29870,45260,25335.5,1
2020-05-26T16:00:00Z,6.98,7.02,6.97,7.01,0.028732755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1890,1526.3,26451.5,29870,47150,26451.5,1
2020-05-26T16:15:00Z,7.01,7.03,7.01,7.03,0.028108987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1595,1505.3,27578.5,29870,48745,27578.5,1
2020-05-26T16:30:00Z,7.04,7.04,7.01,7.01,0.028244059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,475,1479.5,28574.5,29870,49220,28574.5,1
2020-05-26T16:45:00Z,7.01,7.01,7,7,0.026940912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,920,1462.1,29279.5,29870,50140,29279.5,1
2020-05-26T17:00:00Z,7.01,7.01,6.99,6.99,0.026445133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1130,1443.4,30301,29870,51270,30301,1
2020-05-26T17:15:00Z,6.99,6.99,6.99,6.99,0.024556195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150,1405.4,31523.5,29870,51420,31523.5,1
2020-05-26T17:30:00Z,6.98,6.98,6.97,6.97,0.024230752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2285,1423.1,33237,29870,53705,33237,1
2020-05-26T17:45:00Z,6.97,6.97,6.97,6.97,0.022499984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,1413.5,34891.5,29870,53720,34891.5,1
2020-05-26T18:00:00Z,6.97,6.98,6.97,6.97,0.021607128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1030,1414.3,36272.5,29870,54750,36272.5,1
2020-05-26T18:15:00Z,6.97,7,6.95,7,0.02363519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1425,1402.6,38030.5,29870,56175,38030.5,1
2020-05-26T18:30:00Z,7.01,7.03,6.99,6.99,0.024804105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1285,1422.6,40237.5,29870,57460,40237.5,1
2020-05-26T18:45:00Z,6.99,6.99,6.98,6.98,0.023746669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,735,1432.3,42259.5,29870,58195,42259.5,1
2020-05-26T19:30:00Z,6.98,6.98,6.98,6.98,0.022050479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1360,1448,44023,29870,59555,44023,1
2020-05-26T19:45:00Z,6.99,7.02,6.99,7.01,0.023332587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,745,1458.2,45594,29870,60300,45594,1
2020-05-26T20:00:00Z,7,7.01,7,7,0.02238026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345,1456.2,46255.5,29870,60645,46255.5,1
2020-05-26T20:15:00Z,7,7,6.99,6.99,0.021495955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,695,1454.9,47115,29870,61340,47115,1
2020-05-26T20:30:00Z,7,7.02,7,7.01,0.022103387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3105,1466.8,48049.5,29870,64445,48049.5,1
2020-05-26T20:45:00Z,7,7.02,7,7.01,0.021953145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2355,1508.9,19514.5,29870,66800,19514.5,3
2020-05-27T12:00:00Z,6.95,7.02,6.95,7,0.025385063,7.397782464,7.488170432,NaN,NaN,NaN,NaN,NaN,NaN,3920,1571.8,2594,66800,3920,NaN,1
2020-05-27T12:15:00Z,7,7,6.97,7,0.025714702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1565,1595.2,4080,66800,5485,4080,1
2020-05-27T12:30:00Z,7,7,6.97,6.98,0.026020794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1620,1627.1,5195,66800,7105,5195,1
2020-05-27T12:45:00Z,6.98,7.03,6.98,7.03,0.027733595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4815,1723.3,6773.5,66800,11920,6773.5,1
2020-05-27T13:00:00Z,7.04,7.06,7.04,7.05,0.027895481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8635,1887,8648.5,66800,20555,8648.5,2
2020-05-27T13:15:00Z,7.04,7.05,7.03,7.04,0.027331518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1940,1925.4,10786.5,66800,22495,10786.5,2
2020-05-27T13:30:00Z,7.04,7.09,7.04,7.08,0.028950695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2535,1975.1,14107,66800,25030,14107,1
2020-05-27T13:45:00Z,7.08,7.11,7.08,7.1,0.029025646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1950,2005.6,15613,66800,26980,15613,1
2020-05-27T14:00:00Z,7.1,7.1,7.06,7.06,0.029809528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2155,2042.8,17918.5,66800,29135,17918.5,1
2020-05-27T14:15:00Z,7.05,7.05,7.03,7.04,0.029823133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1365,2058.2,19357.5,66800,30500,19357.5,1
2020-05-27T14:30:00Z,7.05,7.06,7.05,7.06,0.029121481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,2027,20858,66800,31500,20858,1
2020-05-27T14:45:00Z,7.05,7.1,7.05,7.07,0.030612804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1835,2050.9,22299.5,66800,33335,22299.5,1
2020-05-27T15:00:00Z,7.07,7.07,7.07,7.07,0.028426175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,2049.9,23857.5,66800,33340,23857.5,1
2020-05-27T15:15:00Z,7.07,7.08,7.07,7.07,0.027110019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,585,2042.6,25135.5,66800,33925,25135.5,1
2020-05-27T15:30:00Z,7.06,7.06,7.03,7.06,0.028030732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,850,2051,26218,66800,34775,26218,1
2020-05-27T15:45:00Z,7.06,7.06,7.04,7.05,0.027457109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,2049.5,27142.5,66800,35675,27142.5,1
2020-05-27T16:00:00Z,7.04,7.04,7.03,7.03,0.026924458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325,2017.9,28344,66800,36000,28344,1
2020-05-27T16:15:00Z,7.04,7.05,7.03,7.03,0.026429854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105,1977.1,29293.5,66800,36105,29293.5,1
2020-05-27T16:30:00Z,7.03,7.03,7.02,7.03,0.025256293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190,1964.7,30267.5,66800,36295,30267.5,1
2020-05-27T16:45:00Z,7.02,7.04,7.02,7.03,0.024880843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1045,1919.3,30939.5,66800,37340,30939.5,1
2020-05-27T17:00:00Z,7.04,7.04,7.03,7.03,0.023817926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,1892.6,31608.5,66800,37390,31608.5,1
2020-05-27T17:15:00Z,7.02,7.02,7.01,7.02,0.023545217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,290,1822.3,32522.5,66800,37680,32522.5,1
2020-05-27T17:30:00Z,7.03,7.03,7.02,7.02,0.022577701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,310,1596,33714.5,66800,37990,33714.5,1
2020-05-27T17:45:00Z,7.02,7.02,7.02,7.02,0.020965009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,1543.3,34536.5,66800,38350,34536.5,1
2020-05-27T18:00:00Z,7.01,7.01,6.98,6.98,0.022324651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,1487,35734,66800,39550,35734,1
2020-05-27T18:15:00Z,6.98,6.98,6.94,6.94,0.023587176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2220,1515.6,37231.5,66800,41770,37231.5,1
2020-05-27T18:30:00Z,6.94,6.95,6.94,6.94,0.022616663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1965,1512.6,38492.5,66800,43735,38492.5,1
2020-05-27T18:45:00Z,6.94,6.94,6.92,6.92,0.022429759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,840,1426.2,40072,66800,44575,40072,1
2020-05-27T19:30:00Z,6.93,6.93,6.93,6.93,0.021541919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1705,1427.7,41696.5,66800,46280,41696.5,1
2020-05-27T19:45:00Z,6.93,6.93,6.92,6.92,0.020717496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1795,1428,43244,66800,48075,43244,1
2020-05-27T20:00:00Z,6.92,6.94,6.92,6.94,0.020666246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1250,1430.5,43882,66800,49325,43882,1
2020-05-27T20:15:00Z,6.94,6.94,6.94,6.94,0.019190086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,1418.9,44746.5,66800,49405,44746.5,1
2020-05-27T20:30:00Z,6.94,6.95,6.94,6.94,0.018533651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1025,1401.6,45838,66800,50430,45838,1
2020-05-27T20:45:00Z,6.95,6.96,6.94,6.95,0.01863839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1325,1396.2,25990,66800,51755,25990,1
2020-05-28T12:00:00Z,6.96,7,6.96,6.99,0.020878505,7.312731107,7.437427666,NaN,NaN,NaN,NaN,NaN,NaN,1250,1411.7,2635.5,51755,1250,NaN,0
2020-05-28T12:15:00Z,6.99,7.02,6.97,7.02,0.022958612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1660,1426.5,4246.5,51755,2910,NaN,0
2020-05-28T12:30:00Z,7.02,7.02,7,7,0.022747283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635,1416.6,5384,51755,3545,NaN,0
2020-05-28T12:45:00Z,7,7,6.97,6.98,0.023265334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3105,1475.7,7291,51755,6650,NaN,0
2020-05-28T13:00:00Z,6.98,6.99,6.97,6.98,0.023032096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3170,1493.4,9871,51755,9820,NaN,0
2020-05-28T13:15:00Z,6.97,6.97,6.97,6.97,0.022101232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1010,1513.3,12054,51755,10830,NaN,0
2020-05-28T13:30:00Z,6.97,6.99,6.96,6.99,0.022665429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2830,1549.3,15501,51755,13660,NaN,0
2020-05-28T13:45:00Z,6.99,7,6.98,7,0.022475042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480,1530.4,17009.5,51755,14140,NaN,0
2020-05-28T14:00:00Z,7,7,6.99,6.99,0.021583967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870,1522.1,19340.5,51755,15010,NaN,0
2020-05-28T14:15:00Z,6.99,7,6.95,6.97,0.023613684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2550,1558.4,20823.5,51755,17560,NaN,0
2020-05-28T14:30:00Z,6.96,6.96,6.92,6.92,0.025498421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1660,1564.4,22222,51755,19220,NaN,0
2020-05-28T14:45:00Z,6.93,6.96,6.92,6.95,0.026534248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1660,1582.7,23654.5,51755,20880,NaN,0
2020-05-28T15:00:00Z,6.95,6.95,6.89,6.9,0.028924659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4890,1673.6,25049.5,51755,25770,25049.5,1
2020-05-28T15:15:00Z,6.89,6.93,6.89,6.93,0.029715755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1425,1688.2,26329,51755,27195,26329,1
2020-05-28T15:30:00Z,6.93,6.93,6.93,6.93,0.027593201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,1626.6,27393.5,51755,27220,NaN,0
2020-05-28T15:45:00Z,6.92,6.92,6.91,6.91,0.027050829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375,1587,28356.5,51755,27595,NaN,0
2020-05-28T16:00:00Z,6.91,6.91,6.88,6.88,0.027261484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1845,1545.5,29466,51755,29440,NaN,0
2020-05-28T16:15:00Z,6.89,6.9,6.89,6.9,0.026742807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,630,1526.8,30315.5,51755,30070,NaN,0
2020-05-28T16:30:00Z,6.89,6.89,6.88,6.89,0.026261178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1815,1530.7,31267.5,51755,31885,31267.5,1
2020-05-28T16:45:00Z,6.89,6.89,6.89,6.89,0.024385379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,690,1448.2,31883,51755,32575,31883,1
2020-05-28T17:00:00Z,6.89,6.89,6.87,6.88,0.024072138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,675,1289,32454.5,51755,33250,32454.5,1
2020-05-28T17:15:00Z,6.89,6.89,6.88,6.88,0.023066985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,1252.6,33320,51755,33370,33320,1
2020-05-28T17:30:00Z,6.88,6.89,6.88,6.89,0.022133629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255,1207,34449.5,51755,33625,NaN,0
2020-05-28T17:45:00Z,6.89,6.92,6.89,6.92,0.022695513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5970,1287.4,35239,51755,39595,35239,1
2020-05-28T18:00:00Z,6.92,6.93,6.91,6.93,0.022502976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2145,1287.2,36505,51755,41740,36505,1
2020-05-28T18:15:00Z,6.93,6.94,6.91,6.94,0.023038478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2245,1304.8,38134.5,51755,43985,38134.5,1
2020-05-28T18:30:00Z,6.94,6.94,6.93,6.93,0.022107158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1325,1311.3,39543.5,51755,45310,39543.5,1
2020-05-28T18:45:00Z,6.94,6.95,6.94,6.94,0.021956647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,805,1290.7,40897.5,51755,46115,40897.5,1
2020-05-28T19:30:00Z,6.97,6.97,6.97,6.97,0.022531172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2570,1342,42597.5,51755,48685,42597.5,1
2020-05-28T19:45:00Z,6.98,7.01,6.98,7,0.023778945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3165,1393.6,44181,51755,51850,44181,1
2020-05-28T20:00:00Z,6.99,7,6.98,7,0.023509021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1245,1401.5,44781.5,51755,53095,44781.5,1
2020-05-28T20:15:00Z,7.01,7.03,7.01,7.02,0.023972662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1370,1410.9,45489.5,51755,54465,45489.5,1
2020-05-28T20:30:00Z,7.02,7.02,7.02,7.02,0.022260329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,655,1417.5,46597,51755,55120,46597,1
2020-05-28T20:45:00Z,7.01,7.05,7.01,7.05,0.023527448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4520,1505.8,30886.5,51755,59640,30886.5,1
2020-05-29T12:00:00Z,7,7,6.91,6.91,0.031846916,7.25041636,7.394934241,NaN,NaN,NaN,NaN,NaN,NaN,670,1515.4,2307.5,59640,670,NaN,0
2020-05-29T12:15:00Z,6.91,6.93,6.9,6.92,0.031714994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1535,1525.2,3908.5,59640,2205,NaN,0
2020-05-29T12:30:00Z,6.93,6.98,6.93,6.96,0.033735351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1720,1558.6,4951,59640,3925,NaN,0
2020-05-29T12:45:00Z,6.96,6.96,6.94,6.95,0.032754255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1090,1574.6,6981,59640,5015,NaN,0
2020-05-29T13:00:00Z,6.96,6.97,6.95,6.95,0.031843237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2105,1610.5,9547,59640,7120,NaN,0
2020-05-29T13:15:00Z,6.95,6.96,6.94,6.94,0.030997291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,945,1622.2,11631.5,59640,8065,NaN,0
2020-05-29T13:30:00Z,6.95,6.95,6.92,6.93,0.030926056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1625,1630.7,15295.5,59640,9690,NaN,0
2020-05-29T13:45:00Z,6.93,6.94,6.93,6.94,0.029431338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,945,1605.2,16739.5,59640,10635,NaN,0
2020-05-29T14:00:00Z,6.94,6.94,6.93,6.94,0.028043385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,435,1574.6,18851,59640,11070,NaN,0
2020-05-29T14:15:00Z,6.93,6.94,6.93,6.94,0.026754572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1180,1581.4,20322,59640,12250,NaN,0
2020-05-29T14:30:00Z,6.95,6.95,6.94,6.94,0.025557817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1075,1568.8,21634.5,59640,13325,NaN,0
2020-05-29T14:45:00Z,6.93,6.93,6.92,6.92,0.02516083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1750,1567.9,23129.5,59640,15075,NaN,0
2020-05-29T15:00:00Z,6.92,6.93,6.92,6.93,0.024077913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3060,1604.1,24730.5,59640,18135,NaN,0
2020-05-29T15:15:00Z,6.93,6.94,6.93,6.94,0.023072348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,505,1612.6,25698,59640,18640,NaN,0
2020-05-29T15:30:00Z,6.94,6.94,6.93,6.93,0.022138609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,1594.8,26604,59640,18775,NaN,0
2020-05-29T15:45:00Z,6.94,6.94,6.91,6.91,0.022700137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,350,1575.3,27524.5,59640,19125,NaN,0
2020-05-29T16:00:00Z,6.92,6.92,6.92,6.92,0.021792984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130,1552.9,28739.5,59640,19255,NaN,0
2020-05-29T16:15:00Z,6.92,6.93,6.91,6.92,0.021664914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,530,1530.3,29611.5,59640,19785,NaN,0
2020-05-29T16:30:00Z,6.92,6.93,6.92,6.92,0.020831706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160,1520.8,30546,59640,19945,NaN,0
2020-05-29T16:45:00Z,6.93,6.94,6.92,6.92,0.020772298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,495,1468.6,31109.5,59640,20440,NaN,0
2020-05-29T17:00:00Z,6.92,6.93,6.92,6.93,0.020002848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105,1407.3,31661.5,59640,20545,NaN,0
2020-05-29T17:15:00Z,6.93,6.93,6.93,6.93,0.018574074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215,1391.4,32364,59640,20760,NaN,0
2020-05-29T17:30:00Z,6.93,6.93,6.93,6.93,0.017247354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130,1337.4,33343.5,59640,20890,NaN,0
2020-05-29T17:45:00Z,6.93,6.94,6.91,6.91,0.018158257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1425,1356.3,34519,59640,22315,NaN,0
2020-05-29T18:00:00Z,6.91,6.93,6.9,6.91,0.019004096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1460,1368.1,35956.5,59640,23775,NaN,0
2020-05-29T18:15:00Z,6.91,6.92,6.9,6.9,0.019075232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1440,1345.9,37670,59640,25215,NaN,0
2020-05-29T18:30:00Z,6.91,6.91,6.9,6.9,0.018427001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65,1314,39119,59640,25280,NaN,0
2020-05-29T18:45:00Z,6.9,6.93,6.9,6.91,0.019253644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1345,1307.7,40352,59640,26625,NaN,0
2020-05-29T19:30:00Z,6.9,6.9,6.9,6.9,0.018592669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1105,1232,42037,59640,27730,NaN,0
2020-05-29T19:45:00Z,6.91,6.92,6.91,6.92,0.018693193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,580,1215.1,43365.5,59640,28310,NaN,0
2020-05-29T20:00:00Z,6.92,6.92,6.91,6.91,0.018072251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,425,1223.1,44065,59640,28735,NaN,0
2020-05-29T20:15:00Z,6.91,6.91,6.91,6.91,0.016781376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,1217.3,44863.5,59640,28820,NaN,0
2020-05-29T20:30:00Z,6.91,6.91,6.91,6.91,0.015582706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,750,1195.4,45934.5,59640,29570,NaN,0
2020-05-29T20:45:00Z,6.91,6.91,6.9,6.9,0.015183941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,425,1191.3,36788.5,59640,29995,NaN,0
2020-06-01T12:00:00Z,6.88,6.89,6.87,6.88,0.016242231,7.186704295,7.349940219,NaN,NaN,NaN,NaN,NaN,NaN,670,1168.4,2245.5,29995,670,NaN,0
2020-06-01T12:15:00Z,6.89,6.91,6.89,6.9,0.017224929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,735,1169.3,3932,29995,1405,NaN,0
2020-06-01T12:30:00Z,6.9,6.91,6.89,6.91,0.017423148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2130,1198.4,5109,29995,3535,NaN,0
2020-06-01T12:45:00Z,6.91,6.93,6.9,6.93,0.018321495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,1200,7171,29995,3735,NaN,0
2020-06-01T13:00:00Z,6.93,6.94,6.93,6.93,0.017727102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,505,1205,9892.5,29995,4240,NaN,0
