time,open,high,low,close,ATR,EMA,EMA,MA,MA,Hiden bar color (Open),Hiden bar color (High,Hiden bar color (Low),Hiden bar color (Close),Volume,Volume MA,Previous Cumulative Volume,Previous Day&#039;s Volume,Cumulative Volume,Previous Cumulative Volume Line,Cumulative Volume Ratio
2020-01-03T13:00:00Z,6.74,6.75,6.73,6.75,0.016903112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,895,NaN,NaN,49230,7500,NaN,NaN
2020-01-03T13:15:00Z,6.74,6.74,6.73,6.73,0.017124318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,555,NaN,NaN,49230,8055,NaN,NaN
2020-01-03T13:30:00Z,6.73,6.74,6.72,6.74,0.017329724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1505,NaN,NaN,49230,9560,NaN,NaN
2020-01-03T13:45:00Z,6.74,6.74,6.73,6.74,0.016806173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2740,NaN,NaN,49230,12300,NaN,NaN
2020-01-03T14:00:00Z,6.74,6.74,6.74,6.74,0.015605732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1185,NaN,NaN,49230,13485,NaN,NaN
2020-01-03T14:15:00Z,6.74,6.76,6.74,6.76,0.015919608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7780,NaN,NaN,49230,21265,NaN,NaN
2020-01-03T14:30:00Z,6.75,6.76,6.74,6.75,0.016211065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10180,NaN,NaN,49230,31445,NaN,NaN
2020-01-03T14:45:00Z,6.75,6.77,6.75,6.75,0.016481703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4915,NaN,NaN,49230,36360,NaN,NaN
2020-01-03T15:00:00Z,6.75,6.76,6.74,6.74,0.01673301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4625,NaN,NaN,49230,40985,NaN,NaN
2020-01-03T15:15:00Z,6.74,6.75,6.73,6.75,0.016966366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3540,NaN,NaN,49230,44525,NaN,NaN
2020-01-03T15:30:00Z,6.74,6.74,6.74,6.74,0.016468769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,605,NaN,NaN,49230,45130,NaN,NaN
2020-01-03T15:45:00Z,6.74,6.74,6.74,6.74,0.015292428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1820,NaN,NaN,49230,46950,NaN,NaN
2020-01-03T16:00:00Z,6.74,6.74,6.73,6.74,0.014914397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2390,1971.4,NaN,49230,49340,NaN,NaN
2020-01-03T16:15:00Z,6.74,6.74,6.74,6.74,0.013849083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125,1961.5,NaN,49230,49465,NaN,NaN
